Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,hour,day_of_week,is_night,age,distance_km,amt_zscore_in_category,city_pop_log,synth_delivery_confirmed,synth_device_ip_match,synth_prior_dispute_count,synth_dispute_reason,synth_days_to_dispute
5162,2019-01-04 08:44:04,4990494243023,fraud_Rutherford-Mertz,grocery_pos,154.25,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,dc036e8548c88272ac1d8264efe4235a,1325666644,40.537783000000005,-78.465508,0,8,4,0,58,97.83045780610759,0.7255748688929285,6.440946540632921,1,True,0,duplicate_charge,7.2
5163,2019-01-04 08:45:49,213175487106448,fraud_Bernhard Inc,gas_transport,67.94,Diane,Jackson,F,682 Mills Way Apt. 814,Rule,TX,79548,33.0771,-99.959,932,"Physicist, medical",1954-12-10,18699f7786c8e945fbb242092c0d8be4,1325666749,32.854296999999995,-100.827176,0,8,4,0,64,84.69800670476542,0.2642449319918822,6.838405200847344,1,True,1,product_not_received,33.9
5164,2019-01-04 08:47:36,3560318482131952,"fraud_Jenkins, Hauck and Friesen",gas_transport,45.08,William,Skinner,M,524 Wu Spurs Suite 894,Mount Hope,AL,35651,34.4793,-87.4769,1312,"Librarian, academic",1955-02-01,aaff10f2de3e6dff946f2814fa0e8548,1325666856,33.67955,-87.649626,0,8,4,0,63,90.33970858382594,-1.176722196097275,7.180069874302796,1,True,0,unauthorized_transaction,35.1
5165,2019-01-04 08:49:07,4681699462969,fraud_DuBuque LLC,grocery_pos,28.29,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,1bda89ba2a7551bf265e6b0490893a64,1325666947,35.830034000000005,-85.49613000000001,0,8,4,0,40,83.42790138880858,-1.6026210348934915,11.974783508829546,1,True,0,credit_not_processed,11.2
5166,2019-01-04 08:50:17,213193596103206,fraud_Schmidt and Sons,shopping_net,102.68,James,Hunt,M,7369 Gabriel Tunnel,Pointe Aux Pins,MI,49775,45.7549,-84.447,95,Electrical engineer,1994-02-09,207dd653a5633feeea96286a611b858c,1325667017,45.403148,-83.899241,0,8,4,0,24,57.855030866061064,0.07400001097586198,4.564348191467836,1,True,1,product_not_received,3.3
5167,2019-01-04 08:51:47,501802953619,"fraud_Herman, Treutel and Dickens",misc_net,98.77,Robert,Flores,M,3277 Fields Meadows Apt. 790,Greenview,CA,96037,41.5403,-122.9366,308,Call centre manager,1958-09-20,13c9a55bd3c3438dff7571c03430dc74,1325667107,42.059519,-123.480215,0,8,4,0,60,73.23801305562029,0.06631933348430874,5.733341276897746,1,True,0,product_not_as_described,1.5
5168,2019-01-04 08:52:19,3562679455732797,"fraud_Zieme, Bode and Dooley",gas_transport,77.75,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,1962-12-06,b15d527dd8bad4ece0ee6806cc4d8037,1325667139,38.906414,-75.523333,0,8,4,0,56,54.588749820784486,0.8826127153057333,8.259199362666282,1,True,0,product_not_as_described,6.6
5169,2019-01-04 08:52:36,4292743669224718067,fraud_Bradtke PLC,grocery_pos,45.88,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,d635f3c2ca82b4c3380959ac2ade3760,1325667156,37.626658,-77.482069,0,8,4,0,45,112.07627698183188,-1.2774942807842256,8.687442166975924,1,True,2,duplicate_charge,6.9
5170,2019-01-04 08:58:32,4266200684857219,fraud_Marks Inc,gas_transport,60.61,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,1956-12-13,817ffc9b054d71c0ae3a78d2d0536355,1325667512,41.058698,-98.005209,0,8,4,0,62,95.52062695864343,-0.19779745859838552,6.597145701886651,1,True,0,product_not_as_described,11.9
5171,2019-01-04 08:58:54,30030380240193,fraud_Buckridge PLC,misc_pos,39.43,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,e6fd87ee3e846b82ce35a0d5ed81b9fe,1325667534,30.939176,-98.834234,0,8,4,0,25,82.8354770694909,-0.16613495275837428,7.78155595923534,1,True,1,duplicate_charge,8.6
5172,2019-01-04 08:58:55,30153452207526,fraud_O'Keefe-Hudson,grocery_pos,90.24,Robin,Smith,F,0537 Margaret Common Suite 526,Coleman,TX,76834,31.8287,-99.427,5908,Radio producer,1962-04-05,6fa5f86da7f38511930fb6501cfd27f9,1325667535,32.116645,-99.665803,0,8,4,0,56,39.14779445134871,-0.45756120447455917,8.684231891345675,1,True,0,product_not_received,9.8
5173,2019-01-04 08:59:50,213102873001603,"fraud_Harris, Gusikowski and Heaney",grocery_net,31.78,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,9714e70f948aa5577f664b1ab4d23e02,1325667590,44.241008,-124.369625,0,8,4,0,62,53.75497499212386,-0.9833429532333025,5.564520407322694,1,True,0,product_not_received,23.8
5174,2019-01-04 08:59:54,4471568287204,fraud_Doyle Ltd,grocery_pos,75.55,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,d0a85b2770aa353e96d71a260c52070d,1325667594,36.107965,-79.31875600000001,0,8,4,0,91,44.67877306536929,-0.7290854806465384,8.132412674500905,1,True,0,product_not_received,9.3
5175,2019-01-04 08:59:57,2703186189652095,fraud_Brown PLC,misc_net,77.89,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,28654,36.0788,-81.1781,3495,"Psychologist, counselling",1988-03-09,097a16f3964fea8df1ff15c90578667a,1325667597,35.712212,-80.888225,0,8,4,0,30,48.40858326790663,-0.04890343745020063,8.159374736775426,1,True,0,product_not_received,28.6
5176,2019-01-04 09:02:38,503874407318,"fraud_Casper, Hand and Zulauf",grocery_pos,43.75,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,2384b5c3dd704fb9fbbab9c611f2f46b,1325667758,30.068193,-98.294542,0,9,4,0,43,57.5137974221336,-1.3168643766485084,14.282884482565647,1,True,0,duplicate_charge,13.4
5177,2019-01-04 09:02:45,3559679414981506,fraud_Spinka Inc,grocery_net,56.09,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,1991-03-29,257b637c5db34e4a461afaa5809fc963,1325667765,43.059206,-75.386189,0,9,4,0,27,81.21748589887193,0.07972139237240838,9.086023537468803,1,True,0,product_not_received,14.0
5178,2019-01-04 09:04:10,2713913904780408,fraud_Stiedemann Inc,misc_pos,5.92,Jacqueline,Howard,F,4511 Choi Lock,Delhi,LA,71232,32.3929,-91.4714,6581,Multimedia programmer,1964-02-13,2bef46008dcf22a121e16ab5bdceb171,1325667850,33.160146999999995,-91.575994,0,9,4,0,54,85.87253779070701,-0.46860293209812015,8.792093929503284,1,True,0,product_not_received,21.6
5179,2019-01-04 09:05:44,3567527758368741,"fraud_Labadie, Treutel and Bode",shopping_net,6.67,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",1962-03-19,1167a8de9ac690fc2fb805d15c07cc1e,1325667944,31.341472,-100.931735,0,9,4,0,56,55.28753817259032,-0.40878729101634814,7.042286171939743,1,True,0,credit_not_processed,23.8
5180,2019-01-04 09:06:07,4981132848794,fraud_Kozey-Boehm,shopping_net,1.41,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,2c72a53a77a632c906f56d46d8becb91,1325667967,39.71309,-80.81558299999999,0,9,4,0,72,35.68583727900036,-0.43523725673324254,4.859812404361672,1,True,0,product_not_as_described,17.2
5181,2019-01-04 09:08:44,4319584480204988982,fraud_Balistreri-Nader,misc_pos,6.35,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,1960-02-01,65ab66d43e263f529d94fe6eb7735ecf,1325668124,36.3001,-82.350713,0,9,4,0,58,102.40986275024969,-0.4647216658756167,6.220590170099739,1,True,1,unauthorized_transaction,13.3
5182,2019-01-04 09:09:47,3520550088202337,fraud_Spinka-Welch,grocery_net,37.68,Micheal,Walters,M,15315 Vaughn Park Suite 356,Hovland,MN,55606,47.8342,-90.0476,272,Freight forwarder,2001-07-05,ecf3feab95507ec36b0f8db219e242ba,1325668187,47.480533,-90.284529,0,9,4,0,17,43.144178275420295,-0.7253388545466019,5.60947179518496,1,True,0,product_not_received,10.1
5183,2019-01-04 09:09:53,3575789281659026,fraud_Torp-Labadie,gas_transport,45.47,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,b5123a82609978d49df8192e64499f13,1325668193,39.676001,-93.932823,0,9,4,0,29,98.69965206774042,-1.1521387674028405,7.7702232041587855,1,True,0,credit_not_processed,3.6
5184,2019-01-04 09:13:46,3586955669388457,fraud_Herman Inc,misc_pos,39.61,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,e6808011db2c042c446c37111243dbcd,1325668426,41.219421,-78.39750500000001,0,9,4,0,24,114.46909173599123,-0.1645102366652333,7.479299637782834,1,True,0,product_not_as_described,22.5
5185,2019-01-04 09:14:36,30082025922891,fraud_Schuppe LLC,entertainment,16.39,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,933e1b1812d536ad9ea1fc3ee777d334,1325668476,25.426612,-81.729652,0,9,4,0,84,76.92602553971841,-0.7799569032853053,12.528167014205431,1,False,0,product_not_received,19.0
5186,2019-01-04 09:15:13,60490596305,fraud_Mohr-Bayer,shopping_net,30.11,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,b168b71e51c0e9639847a8359e3d8308,1325668513,35.233359,-89.779409,0,9,4,0,55,97.90047018632129,-0.2909190027266137,5.407171771460119,1,True,0,unauthorized_transaction,9.9
5187,2019-01-04 09:15:32,213141712584544,"fraud_Parisian, Schiller and Altenwerth",misc_net,2.03,Margaret,Curtis,F,742 Oneill Shore,Florence,MS,39073,32.153,-90.1217,19685,Fine artist,1984-12-24,9160bc97827633e1e6ed23c22d4f9c2f,1325668532,31.510231,-90.329744,0,9,4,0,34,74.12569774242873,-0.46752409851781956,9.887663002189157,1,True,0,product_not_as_described,9.4
5188,2019-01-04 09:16:53,213161869125933,fraud_Gutmann-Upton,misc_pos,250.02,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226,44.6084,-70.6993,190,Animal nutritionist,1970-04-17,6cf5bf1e913f5d9bda4ccb0c963b7569,1325668613,44.348585,-69.819148,0,9,4,0,48,75.57017135525618,1.7346926142113988,5.25227342804663,1,True,0,product_not_as_described,24.4
5189,2019-01-04 09:18:36,6511349151405438,fraud_Mohr Inc,shopping_pos,6.66,Robert,Nguyen,M,74835 Garner Point,Ruth,NV,89319,39.3426,-114.8859,450,Interpreter,1946-08-24,523f166df7e0dd565746d7904cf37f11,1325668716,38.943812,-114.035199,0,9,4,0,72,85.72338095983488,-0.33665211142670565,6.111467339502679,1,True,1,product_not_as_described,1.5
5190,2019-01-04 09:19:15,6526955903501879,fraud_Hickle Group,shopping_pos,5.76,Jennifer,Scott,F,7351 Cindy Well Suite 099,Naples,FL,34120,26.3304,-81.5871,276002,Medical technical officer,1950-12-14,b9531126202746de660d535feb5d79f4,1325668755,26.269437,-80.710785,0,9,4,0,68,87.61774504445754,-0.3414065308879604,12.528167014205431,1,True,0,product_not_as_described,13.4
5191,2019-01-04 09:20:50,372520049757633,fraud_Funk Group,grocery_net,60.73,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,4365bf9e24936c0516ee929d43ed2068,1325668850,48.13484,-93.966088,0,9,4,0,18,71.75514569291947,0.28262631066161,4.919980925828125,1,True,2,unauthorized_transaction,12.0
5192,2019-01-04 09:20:53,3518758680062249,"fraud_Rutherford, Homenick and Bergstrom",grocery_net,70.36,Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,1989-11-24,8b33f51f385b20cc5595ccc0c3dfeee0,1325668853,39.552087,-110.329545,0,9,4,0,29,129.54215183233944,0.703741475128208,9.187378760338836,1,True,0,product_not_received,22.5
5193,2019-01-04 09:21:59,30238755902988,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,73.71,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,0fcd481fe807054d06d0e35f77816ea2,1325668919,31.576673,-97.126806,0,9,4,0,43,110.57863091866128,0.627953607804412,7.4770384723196965,1,True,0,duplicate_charge,18.8
5194,2019-01-04 09:23:57,2248735346244816,fraud_Friesen-D'Amore,gas_transport,55.48,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,1eadaf8cbe3df2b5efe4bc1a0eb46311,1325669037,39.522866,-100.727752,0,9,4,0,56,110.47380244426361,-0.5211640975790234,5.598421958998375,1,True,0,product_not_received,6.1
5195,2019-01-04 09:24:40,2318062975163331,fraud_Rutherford-Mertz,grocery_pos,77.67,William,Martinez,M,0207 Griffith Plains Apt. 544,Louisiana,MO,63353,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,b73277b9b7c0a8184c90fb2eedb7c5a1,1325669080,39.017886,-90.775538,0,9,4,0,78,52.5784123989738,-0.6899002209130737,8.432506383249043,0,True,0,duplicate_charge,9.2
5196,2019-01-04 09:25:15,371284424780634,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,5.51,Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",1952-01-29,f99cff724631335c17ff4fd13721c525,1325669115,34.06944,-102.401382,0,9,4,0,66,75.0842420322978,-0.3427272029605312,12.446203098998682,1,True,0,product_not_received,2.5
5197,2019-01-04 09:25:31,4874017206859125,"fraud_Yost, Block and Koepp",misc_pos,1.16,Lauren,Williams,F,065 Jones Stravenue,Lake Oswego,OR,97034,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,00caa7f29d74a1edc08e7e80a13b897b,1325669131,44.550237,-123.073496,0,9,4,0,36,100.29868505960225,-0.5115676465611817,10.664713853906667,1,False,0,product_not_as_described,14.5
5198,2019-01-04 09:25:45,4605902936394,fraud_Keeling-Crist,misc_pos,54.41,Vincent,Mueller,M,79019 Taylor Cliffs,Dallas,TX,75238,32.876999999999995,-96.708,1263321,Drilling engineer,1959-06-28,c97e951cffb2b44dc2edc8f164bbc95e,1325669145,33.001433,-97.677332,0,9,4,0,59,91.5098824550407,-0.030922469006974908,14.049255317374007,1,True,0,unauthorized_transaction,9.4
5199,2019-01-04 09:29:27,4155021259183870,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,46.34,Renee,Parrish,F,174 Jennifer Meadow Apt. 467,Mountain Park,OK,73559,34.7032,-98.9591,540,Research scientist (life sciences),1983-10-12,5de6bcbc5b6160943106169ffef29f69,1325669367,34.051873,-98.472001,0,9,4,0,35,85.10897049561942,-1.0972988110844866,6.293419278846481,1,True,0,unauthorized_transaction,5.5
5200,2019-01-04 09:31:08,2475085306462014,"fraud_Lockman, West and Runte",grocery_pos,97.36,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,75aa30266a360bf25ffe697a75c1f721,1325669468,45.009901,-95.957856,0,9,4,0,25,101.49200319372487,-0.3259578793319796,7.318539548567902,1,True,1,duplicate_charge,6.8
5201,2019-01-04 09:32:57,4536996888716062123,fraud_Huels-Nolan,gas_transport,60.2,Nathan,Mendoza,M,767 Adam Mill Apt. 115,Espanola,NM,87533,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,6377b846547e5b1a92f2ba7f2a50ba9e,1325669577,35.961243,-105.074187,0,9,4,0,46,89.24176421591481,-0.22364157594381637,9.820594954446562,1,True,0,product_not_as_described,31.2
5202,2019-01-04 09:32:59,4430881574719618,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,9.41,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642,39.3199,-106.6596,61,Public relations account executive,1939-11-04,cb3f0e9bd3cb5c33215a592639c54f4e,1325669579,39.234361,-105.821303,0,9,4,0,79,72.78050617826881,-0.4267988087909671,4.127134385045092,1,True,0,credit_not_processed,10.1
5203,2019-01-04 09:33:43,2657850734909997,"fraud_Hagenes, Kohler and Hoppe",food_dining,160.33,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1946-11-01,58f03f053362a63857df63ee447a3cae,1325669623,43.03259,-82.620249,0,9,4,0,72,83.31420387442456,2.3576526320764746,13.420010137041869,1,True,0,credit_not_processed,16.4
5204,2019-01-04 09:35:13,501882822387,"fraud_Lind, Huel and McClure",gas_transport,84.51,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,39653,31.4285,-90.8578,2799,"Therapist, horticultural",1961-01-21,863fca83350e2432a56ed5538157f4dc,1325669713,31.623445,-90.527544,0,9,4,0,57,38.07544380647009,1.3087254793425973,7.937374696163295,1,True,1,credit_not_processed,2.9
5205,2019-01-04 09:37:46,344709867813900,fraud_Corwin-Gorczany,misc_net,3.89,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,1852d00e981887aab9943183cd5ebb75,1325669866,27.041309,-81.944786,0,9,4,0,32,65.73700151926339,-0.4572600011069868,10.83636004400196,1,True,0,product_not_as_described,20.9
5206,2019-01-04 09:38:37,30026790933302,"fraud_Moen, Reinger and Murphy",grocery_pos,106.29,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,dbfa107b1be49b520ebd432dd2cc5353,1325669917,31.974436,-90.179365,0,9,4,0,39,130.28107626872134,-0.16089921451130046,6.39024066706535,1,True,0,product_not_received,16.9
5207,2019-01-04 09:38:54,180018375329178,"fraud_Rodriguez, Yost and Jenkins",misc_net,112.27,Michelle,Woods,F,952 Joseph Throughway,Munith,MI,49259,42.3703,-84.2485,2523,Geophysicist/field seismologist,1988-03-21,c8d482e5db15c0bdac30e80c9a4a96d7,1325669934,42.892474,-84.580158,0,9,4,0,30,64.08965102363223,0.1408168146919657,7.8336002236611035,0,True,0,duplicate_charge,21.9
5208,2019-01-04 09:39:39,377993105397617,fraud_Trantow PLC,grocery_net,72.57,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,1f7fa521200772bb55081873074c8d2a,1325669979,44.544695,-87.58621,0,9,4,0,43,58.1109021952559,0.8003836883650906,8.621373010325902,1,True,1,product_not_received,5.1
5209,2019-01-04 09:39:58,4003989662068504,fraud_Kuvalis Ltd,gas_transport,61.34,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,a258463ebb9f1fb556573ff8be5eccdb,1325669998,33.771668,-86.77971600000001,0,9,4,0,29,52.84602798628381,-0.151782322837008,11.176949105381675,1,True,0,duplicate_charge,34.9
5210,2019-01-04 09:43:45,180064817343047,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,2.28,Patricia,Gonzalez,F,8973 Mark Drive,Stephensport,KY,40170,37.9048,-86.524,344,Chartered public finance accountant,1967-03-30,685b4fe6e22966bc4b96de47171698e2,1325670225,36.949554,-87.319616,0,9,4,0,51,127.34917554690828,-0.43086245251771055,5.84354441703136,1,True,0,product_not_received,25.6
5211,2019-01-04 09:44:09,60490596305,fraud_Eichmann-Russel,misc_pos,78.03,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,a6f24573c5a5beaa1dec8c6422e49500,1325670249,35.512523,-90.572578,0,9,4,0,55,72.09937175485412,0.1822763872151916,5.407171771460119,1,True,0,duplicate_charge,4.9
5212,2019-01-04 09:45:11,6011603272871604,"fraud_Okuneva, Schneider and Rau",shopping_pos,226.57,Robert,Holland,M,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,1969-05-16,8549fe3832f07c79090120414e27ca5b,1325670311,32.884409999999995,-83.478234,0,9,4,0,49,71.03373947244118,0.8250638704894636,8.328209491748732,0,True,0,product_not_received,9.2
5213,2019-01-04 09:45:13,4497451418073897078,fraud_Skiles-Ankunding,grocery_net,36.52,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,71291,32.5317,-92.176,54185,"Radiographer, diagnostic",1992-11-20,9d96aa6d022ef9c87f6235ae87750199,1325670313,33.495163,-92.138459,0,9,4,0,26,107.18936430585283,-0.7760650841189022,10.900177851478853,1,True,1,credit_not_processed,16.9
5214,2019-01-04 09:46:24,4179719215697782,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,73.0,Belinda,Jimenez,F,6807 Jacob Skyway Apt. 331,Rockwell,IA,50469,43.0032,-93.2167,1574,"Scientist, audiological",1982-12-27,43e4e909fa2ea2134ab1afd4a5274cb1,1325670384,43.950524,-92.971714,0,9,4,0,36,107.17621531351568,-0.776218694005187,7.362010551259734,1,True,0,duplicate_charge,5.3
5215,2019-01-04 09:46:36,3543591270174051,"fraud_Connelly, Reichert and Fritsch",gas_transport,45.15,Margaret,Lam,F,6911 Nicholas Keys Apt. 237,Armagh,PA,15920,40.4603,-79.0097,922,Early years teacher,1972-10-04,7d7aa92d2913f5f6ffaeb08981d39a44,1325670396,39.686809,-78.629051,0,9,4,0,46,91.9043416185761,-1.1723097858187868,6.827629234502852,1,True,0,product_not_received,30.4
5216,2019-01-04 09:47:49,30290551782700,"fraud_Stroman, Hudson and Erdman",gas_transport,68.64,John,Clarke,M,27909 Peter Motorway,Cadiz,KY,42211,36.802,-87.8286,13422,Commissioning editor,1961-09-03,44317c6e245a40cd9b75fca8d91c4031,1325670469,36.533016,-87.842721,0,9,4,0,57,29.936161744433413,0.3083690347767647,9.504724932487637,1,True,0,product_not_as_described,20.2
5217,2019-01-04 09:48:28,4670613943676271,"fraud_Labadie, Treutel and Bode",shopping_net,8.08,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,2e9e29782ee873b1d080a5961c44ce6f,1325670508,32.601199,-84.349378,0,9,4,0,71,101.37854917549114,-0.40169709108083085,8.652947112393857,1,True,1,product_not_as_described,9.3
5218,2019-01-04 09:48:33,378904938837132,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,58.43,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,1986-05-01,29e330639f805e7496b2463f81f3941c,1325670513,35.958168,-99.491823,0,9,4,0,32,72.14361653459221,-0.335212521557019,7.424165281042028,1,True,2,credit_not_processed,18.8
5219,2019-01-04 09:49:40,372509258176510,"fraud_Jones, Sawayn and Romaguera",misc_net,269.82,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,671cc21f7bce35018e4590558ef72748,1325670580,43.746831,-83.45339,0,9,4,0,33,92.56295186282193,1.0102300120450285,8.846784666945227,1,True,0,product_not_as_described,9.6
5220,2019-01-04 09:50:07,213102873001603,"fraud_Schumm, Bauch and Ondricka",grocery_pos,99.67,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",1956-09-01,6f56e414d438f33ac6bdd4088752563e,1325670607,43.799688,-123.83318,0,9,4,0,62,24.972634082364735,-0.28326073311296857,5.564520407322694,1,True,0,unauthorized_transaction,31.5
5221,2019-01-04 09:50:08,3533800906065217,"fraud_Mosciski, Gislason and Mertz",grocery_pos,113.47,Amber,Thornton,F,840 Werner Lock Apt. 852,Campbell,NE,68932,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,58d664be565d61150b1f0622cfb441b1,1325670608,39.77423,-99.593081,0,9,4,0,78,93.2039055981054,-0.028186872583811758,6.202535517187923,1,True,0,product_not_as_described,14.4
5222,2019-01-04 09:52:09,370612217861404,"fraud_Ferry, Reichel and DuBuque",grocery_net,58.55,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,5dd1bf678484c98194d2463d3397aeb3,1325670729,39.538634,-75.50987099999999,0,9,4,0,33,85.21090776486704,0.1872959826722867,9.958259788383108,1,True,0,duplicate_charge,16.3
5223,2019-01-04 09:52:28,3592931352252641,"fraud_Olson, Becker and Koch",gas_transport,100.85,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,81afa05db1e4b2e273e629df2f3038f8,1325670748,44.573999,-92.916491,0,9,4,0,83,33.68214487610203,2.3387081072068496,7.978310969867722,1,True,0,product_not_received,6.7
5224,2019-01-04 09:52:30,4642255475285942,fraud_Dooley-Thompson,misc_net,8.39,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,033ef769c97589614ae3a8302672a28b,1325670750,38.862511,-109.022535,0,9,4,0,31,53.47588875355589,-0.43242750737110114,3.8501476017100584,1,True,0,credit_not_processed,10.7
5225,2019-01-04 09:52:48,180046617132290,"fraud_Watsica, Haag and Considine",shopping_pos,3.13,Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",1942-04-17,1ad7947b51461fa34a1cbb0f9fb00605,1325670768,38.005182,-88.681178,0,9,4,0,76,53.965729920549364,-0.3553000010914052,8.045588280803528,1,True,0,unauthorized_transaction,24.2
5226,2019-01-04 09:52:59,4306630852918,fraud_Cartwright-Harris,grocery_pos,83.67,Maureen,Garza,F,169 Edward Inlet,Saint Louis,MO,63131,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,29eaf4494514ceead9f48eb63067fabc,1325670779,39.503558,-90.400664,0,9,4,0,58,98.66312345585555,-0.5789985424221359,13.740137016084146,1,True,0,duplicate_charge,11.2
5227,2019-01-04 09:54:28,4906628655840914250,fraud_Huel-Langworth,misc_net,2.83,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,0697855ce4a85b7a9b1e6e1fc0037663,1325670868,25.586288,-80.793312,0,9,4,0,31,119.26736626328153,-0.4631094329647732,10.400984746090787,1,True,0,duplicate_charge,6.4
